ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
0140293442,Fever Pitch,"A famous account of growing up to be a fanatical football supporter. Told through a series of match reports, FEVER PITCH has enjoyed enormous critical and commercial success since it was first published in 1992. It has helped to create a new kind ofsports writing, and established Hornby as one of the finest writers of his generation.",Nick Hornby,2000,ePenguin,258.0,Biography & Autobiography
0375401156,The Diving Bell and the Butterfly,"The moving memoir of the former editor in chief of French Elle, afflicted by locked-in syndrome, a state of total paralysis, and his determination to live as fully in his mind as he had been able to in his body.",Jean-Dominique Bauby,1997,Knopf Publishing Group,152.0,Biography & Autobiography
0671739743,The Velvet Promise,"All of England rejoiced on her wedding day. But Judith vowed that her husband would get only what he took from her! At the flower-bedecked altar, the first touch of their hands ignited an all-consuming passion. Gavin Montgomery looked deep into her golden eyes and burned with desire for her...but his heart had been pledged to another. Humiliated and alone in a strange castle, Judith resolved to hate this husband who took her body, but rejected her love...never admitting her fear of losing him. But destiny held another fate for Judith...a fate that would keep at last...The Velvet Promise.",Jude Deveraux,1991-01-01,Pocket Books,320.0,Fiction
0842321934,The Vanishings,A six-volume set that centers around four kids who suddenly find themselves alone after millions around the world disappear.,"Jerry B. Jenkins, Tim LaHaye",1998,"Tyndale House Publishers, Inc.",166.0,Juvenile Fiction
0451456726,,,,,,,
0679833692,Juniper,"In this highly acclaimed prequel to the award-winning Wise Child young Princess Juniper returns to her Cornish palace and discovers that her power-mad aunt is using black magic to usurp the throne. And only Juniper can stop her. ""A rich, deeply colored novel of a young girl's coming of age"".--School Library Journal.",Monica Furlong,1992,Laurel Leaf,0.0,Fantasy
0340718153,My Legendary Girlfriend,"Bridget Jones meets High Fidelity in this hilarious story for anyone who has ever been dumped, had to dump, lived in dodgy rented accommodation, or search for love in the 90s.",Mike Gayle,1998,,326.0,Fiction
1551666480,Deadly Intent,"Renowned chef Abbie DiAngelo finds her world shattered by the arrival of her stepbrother, who tries to blackmail her with evidence proving that her mother is guilty of murder, but when he is murdered and her son, Ben, is kidnapped, Abbie must team up with homicide detective John Ryan to find the truth.",Christiane Heggan,2003,MIRA,404.0,Fiction
0345418824,The Harlot by the Side of the Road,"""The stories you are about to read are some of the most violent and sexually explicit in all of Western literature. They are tales of human passion in all of its infinite variety: adultery, seduction, incest, rape, mutilation, assassination, torture, sacrifice, and murder. . . ."" Sex. Violence. Scandal. These are words we rarely associate with the sacred text of the Bible. Yet in this brilliant book, Jonathan Kirsch recounts shocking tales that have been suppressed by religious authorities throughout history. Kirsch places each story within the political and social context of its time, delves into the latest biblical scholarship to explain why each one was originally censored, and shows how these ancient narratives hold valuable lessons for all of us.",Jonathan Kirsch,1998-03-03,Ballantine Books,417.0,Religion
0671661590,Veil,The story of the covert wars that were waged in a secretive atmosphere and became the centerpieces and eventual time bombs of American foreign policy in the 1980s.,Bob Woodward,1988,,708.0,History
0345345738,Women in His Life,"A Main Selection of the Literary Guild and the Doubleday Book Club He is Maximilian West--billionaire tycoon and corporate raider extraordinaire. He is a figure of almost mythical power--an enigma to all who know him. But when his world is suddenly shattered, Maxim must make peace with his turbulent past and begin to understand the remarkable women who have loved and protected him. From the streets of London to the suites of New York, from the rise of Nazi Germany to the fall of the Berlin Wall, THE WOMEN IN HIS LIFE takes us on an unforgettable journey of survival, secrets, love and redemption that mesmerizes from first page to last.",Barbara Taylor Bradford,1991-08-13,Ballantine Books,514.0,Fiction
0060987529,Confessions of an Ugly Stepsister,"Is this new land a place where magics really happen? From Gregory Maguire, the acclaimed author of Wicked, comes his much-anticipated second novel, a brilliant and provocative retelling of the timeless Cinderella tale. In the lives of children, pumpkins can turn into coaches, mice and rats into human beings.... When we grow up, we learn that it's far more common for human beings to turn into rats.... We all have heard the story of Cinderella, the beautiful child cast out to slave among the ashes. But what of her stepsisters, the homely pair exiled into ignominy by the fame of their lovely sibling? What fate befell those untouched by beauty . . . and what curses accompanied Cinderella's exquisite looks? Extreme beauty is an affliction Set against the rich backdrop of seventeenth-century Holland, Confessions of an Ugly Stepsister tells the story of Iris, an unlikely heroine who finds herself swept from the lowly streets of Haarlem to a strange world of wealth, artifice, and ambition. Iris's path quickly becomes intertwined with that of Clara, the mysterious and unnaturally beautiful girl destined to become her sister. Clara was the prettiest child, but was her life the prettiest tale? While Clara retreats to the cinders of the family hearth, burning all memories of her past, Iris seeks out the shadowy secrets of her new household--and the treacherous truth of her former life. God and Satan snarling at each other like dogs.... Imps and fairy godmotbers trying to undo each other's work. How we try to pin the world between opposite extremes! Far more than a mere fairy-tale, Confessions of an Ugly Stepsister is a novel of beauty and betrayal, illusion and understanding, reminding us that deception can be unearthed--and love unveiled--in the most unexpected of places.",Gregory Maguire,2000-10-03,Harper Collins,406.0,Fiction
0671004573,Before I Say Good-Bye,"A young woman probing into the mysterious circumstances of her husband's death receives a message from a medium claiming to be his channel in Mary Higgins Clark's #1 bestselling thriller, Before I Say Goodbye. When Nell MacDermott learns that her husband, architect Adam Cauliff, and three of his business associates have died in an explosion of his new cabin cruiser, she is not only devastated but wracked with guilt. The last time she saw Adam, they had a bitter quarrel over her plan to run for the congressional seat long held by her grandfather; she had told him not to come home. As the investigation into the boat's explosion proceeds, Nell learns that it was not an accident but a bomb. Despite her skepticism, Nell is swayed by her great-aunt Gert, a believer in psychic powers, to see a medium claiming to be Adam's channel. While trying to unravel the threads of Adam's past and his violent end, Nell consults the medium, who transmits messages to her with instructions from Adam. The story reaches a powerful climax in Nell's final encounter with the medium, in which she learns the truth about the explosion—truth she can't be allowed to live and tell.",Mary Higgins Clark,2001-04-01,Pocket Books,0.0,Fiction
0373272839,Letters to Kelly,"Falsely imprisoned on trumped up charged in Central America, Jax Winchester's memory of Kelly O'Brien is the only thing that keeps him going. Released after two years, Jax is determined to claim her as his own. Original.",Suzanne Brockmann,2003,Silhouette,0.0,Ex-convicts
0439139600,,,,,,,
0380718332,All That Remains,"Dr. Kay Scarpetta is up against a serial killer who targets young lovers. Four couples have disappeared, only to turn up dead months afterward...Now a fifth pair is missing, and the mother of the girl is a powerhouse recently named by the president to head his war on drugs.",Patricia Cornwell,1993-07-01,Avon,412.0,Fiction
1559029838,Captains Courageous,Portugese fisherman teaches human values to a spoiled young millionaire's son who was saved from drowning.,Rudyard Kipling,1897,Castrovilli Giuseppe,218.0,Adventure stories
0060915544,,,,,,,
039480029X,Hop on Pop,"Introduce children to Dr. Seuss’s wonderfully witty wordplay with this classic rhyming picture book, known as “the simplest Seuss for youngest use.” HOP POP We like to hop. We like to hop on top of Pop. See Red and Ned and Ted and Ed in a bed. And giggle as Pat sits on a hat and on a cat and on a bat...but a cactus? Pat must NOT sit on that! Full of short, simple words and silly rhymes, the rollicking rhythm of Hop on Pop will keep children of all ages entertained throughout. Beginner Books are fun, funny, and easy to read! Launched by Dr. Seuss in 1957 with the publication of The Cat in the Hat, this beloved early reader series motivates children to read on their own by using simple words with illustrations that give clues to their meaning. Featuring a combination of kid appeal, supportive vocabulary, and bright, cheerful art, Beginner Books will encourage a love of reading in children ages 3–7.",Dr. Seuss,1963-02-12,Random House Books for Young Readers,73.0,Juvenile Fiction
0451174968,,,,,,,
080411109X,The Hundred Secret Senses,"Chinese-American Olivia Laguni has a battle of wills with her half-sister and lifelong nemesis, Kwan Li, whose haunting predictions and implementation of the secret senses link their family's struggles to the challenges of their ancestors. Reprint.",Amy Tan,1995,Ivy Books,418.0,Fiction
0440223016,A Long Fatal Love Chase,"""I'd gladly sell my soul to Satan for a year of freedom,"" cries impetuous Rosamond Vivian to her callous grandfather. Then, one stormy night, a brooding stranger appears in her remote island home, ready to take Rosamond to her word. Spellbound by the mysterious Philip Tempest, Rosamond is seduced with promises of love and freedom, then spirited away on Tempest's sumptuous yacht. But she soon finds herself trapped in a web of intrigue, cruelty, and deceit. Desperate to escape, she flees to Italy, France, and Germany, from Parisian garret to mental asylum, from convent to chateau, as Tempest stalks every step of the fiery beauty who has become his obsession. A story of dark love and passionate obsession that was considered ""too sensational"" to be published in the authors lifetime, A Long Fatal Love Chase was written for magazine serialization in 1866, two years before the publication of Little Women. Buried among Louisa May Alcott's papers for more than a century, its publication is a literary landmark—a novel that is bold, timeless, and mesmerizing.""",Louisa May Alcott,1996-12-02,Dell,370.0,Fiction
0099288850,Tulip Fever,"The story of sexual betrayal and human failings in 17th-century Amsterdam, as the characters move inexorably towards a grand deception and a tragic climax. (Payot.ch)",Deborah Moggach,2000-03-14,Vintage Books,302.0,Fiction
0140384510,"Roll of Thunder, Hear My Cry","The stunning repackage of a timeless Newbery Award Winner, with cover art by two-time Caldecott Honor Award winner Kadir Nelson! With the land to hold them together, nothing can tear the Logans apart. Why is the land so important to Cassie's family? It takes the events of one turbulent year—the year of the night riders and the burnings, the year a white girl humiliates Cassie in public simply because she is black—to show Cassie that having a place of their own is the Logan family's lifeblood. It is the land that gives the Logans their courage and pride, for no matter how others may degrade them, the Logans possess soemthing no one can take away. ""[Taylor] writes not with rancor or bitterness of indignities, but with pride, strength, and respect for humanity.""—The New York Times Book Review ""The vivid story of a black family whose warm ties to each other and their land give them strength to defy rural Southern racism during the Depression . . . Entirely through its own internal development, the novel shows the rich inner rewards of black pride, love, and independence despite the certainty of outer defeat.""—Booklist, starred review * Newbery Medal winner * A National Book Award Nominee * American Book Award Honor Book * An ALA Notable Book * A NCSS-CBC Notable Children's Trade Book in the Field of Social Studies * A Boston Globe-Horn Book Award Honor Book",Mildred D. Taylor,2001-11-27,Penguin,305.0,Juvenile Fiction
006103102X,Murder Boogies with Elvis,"Oversized, outrageous Mary Alice and her prim sister Patricia Anne have been looking forward to the gala benefit being staged to raise money for the restoration of Vulcan, Birmingham's ever-tarnishing unnatural wonder. And what a show it is, with a grand finale that has thirty sequined Elvis impersonators high-kicking in unison! From the front row, ""Mouse"" and ""Sister"" have a perfect view of the action when one of the dancing Kings keels over dead into the bandstand. This Elvis clone has not only left the building ... he's left this life, courtesy of a switchblade knife in the back. And when the murder weapon turns up in Patricia Anne's very sensible purse, the perennially law-abiding ""Mouse"" is understandably all shook up. Suspicious minds have her pegged as the prime suspect in this bizarre case of Elvis elimination. And if she doesn't do some serious sleuthing, she could end up doing the Jailhouse Rock!",Anne George,2002-11-05,Avon,288.0,Fiction
067165604X,Ethan of Athos,"When a mysterious genetic crisis threatens the existence of Athos, a planet forbidden to women, obstetrician Ethan Urquhart is forced into an alliance with Elli Quinn, a gorgeous female secret agent, to save his world.",Bujold,1986-12-15,Baen,0.0,Fiction
044023722X,A Painted House,"Racial tension, a forbidden love affair, and murder are seen through the eyes of a seven-year-old boy in a 1950s Southern cotton-farming community",John Grisham,2002,"Random House Digital, Inc.",480.0,Fiction
0553568183,Blue Moon,The moving novel of a family that discovers the everyday magic of life and the extraordinary power of love.,Luanne Rice,1994,Bantam,341.0,Fiction
082177512X,Say No to Joe?,"Irresistible to most women, notorious bad boy Joe Winston is determined to win the heart of Luna Clark, an obstinate woman who has just inherited two troubled children and who is seemingly immune to his legendary sex appeal.",Lori Foster,2003,Zebra Books,420.0,Fiction
0449134369,Heiress,"""The complexity of [the sisters'] relationship fascinates....[Dailey] moves her story ahead so purposefully and dramatically...readers will be glad they've gone along for the ride."" CHICAGO SUN-TIMES They meet at their father's funeral, two beautiful women who could almost be twins. Abbie Lawson is the gently bred daugter, raised in the lap of luxury. Rachel Farr is the love child of Dean Lawson and a fiery artist. Rachel's life has been modest and lonely--until now. For the father's death will set off a fierce competition between the sisters, and the stakes are nothing less than all that is Texas at its most magnificent--its oil fields, its Arabian horse farms, and its extraordinary men--men who will love two women who should have been the best of friends. Instead, they are locked in a battle to prove whom their father loved best by fighting to inherit his legacy....",Janet Dailey,1988,Ivy Books,484.0,Fiction
0385605145,Bill Bryson's African Diary,"Invited by CARE International, the author of ""In a Sunburned Country"" now visits Kenya and observes the many contrasts of Kenyan life, from the country's dramatic geography and famous game reserves to its postcolonial poverty and environmental problems. The author's earnings from this diary, as well as a portion of the profits, go to CARE. of color photos.",Bill Bryson,2002,Doubleday UK,78.0,Biography & Autobiography
0440235162,The Smoke Jumper,"In a searing novel of love and loyalty, guilt and honor, the acclaimed author of the #1 New York Times bestseller The Horse Whisperer gives his millions of readers another hero... The Smoke Jumper His name is Connor Ford and he falls like an angel of mercy from the sky, braving the flames to save the woman he loves but knows he cannot have. For Julia Bishop is the partner of his best friend and fellow “smoke jumper,” Ed Tully. Julia loves them both--until a fiery tragedy on Montana’s Snake Mountain forces her to choose between them, and burns a brand on all their hearts. In the wake of the fire, Connor embarks on a harrowing journey to the edge of human experience, traveling the world’s worst wars and disasters to take photographs that find him fame but never happiness. Reckless of a life he no longer wants, again and again he dares death to take him, until another fateful day on another continent, he must walk through fire once more...",Nicholas Evans,2002-07-30,Dell,578.0,Fiction
0345342968,Fahrenheit 451,"Guy Montag is a fireman, his job is to burn books, which are forbidden.",Ray Bradbury,1953,Del Rey,212.0,Fiction
3827004985,Ein Abend im Club,,Christian Gailly,2003,,140.0,
0373484895,Captive Star,"Captive Star by Nora Roberts released on Dec 25, 2000 is available now for purchase.",Nora Roberts,2000-12-25,Silhouette,0.0,Bounty hunters
0743206045,Daddy's Little Girl,A story of murder; and its effects years later on the man convicted of the crime and the woman who helped convict him.,Mary Higgins Clark,2002,,312.0,Fiction
0316601950,The Pilot's Wife,"Anita Shreve's hauntingly beautiful #1 bestseller and Oprah's Book Club selection about tragedy, grief, betrayal, and the 'impossibility of knowing another person.' As a pilot's wife, Kathryn has learned to expect both intense exhilaration and long periods alone, but nothing has prepared her for a late-night knock that lets her know her husband has died in a crash. Until now, Kathryn Lyons's life has been peaceful if unextraordinary: a satisfying job teaching high school in the New England mill town of her childhood; a picture-perfect home by the ocean; a precocious, independent-minded fifteen-year-old daughter; and a happy marriage whose occasional dull passages she attributes to the unavoidable deadening of time. As Kathryn struggles with her grief, she descends into a maelstrom of publicity stirred up by the modern hunger for the details of tragedy. Even before the plane is located in waters off the Irish coast, the relentless scrutiny of her husband's life begins to bring a bizarre personal mystery into focus. Could there be any truth to the increasingly disturbing rumors that he had a secret life?",Anita Shreve,1999-03-30,Back Bay Books,310.0,Fiction
0786868716,The Five People You Meet In Heaven,"Plot Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him, as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here"" Personal Details Collection Status In Collection Index 10 Read It Yes Links Amazon US Product Details LoC Classification PS3601.L335F59 2003 Dewey 813/.6",Mitch Albom,2003-09-23,Hyperion,210.0,Fiction
0671887947,The Whole Truth,"Crime writer Marie Lightfoot researches the story of accused murderer Raymond Raintree, and becomes suspicious about the case because no one knows where Raintree took Natalie Mae McCullen after he abducted her. Marie retraces that dark night when Natalie disappeared--and the deeper she digs, the more she must face the dark recesses of her own past.",Nancy Pickard,2001,,372.0,Fiction
0425128458,,,,,,,
0812504690,The Jungle Book,"Presents the adventures of Mowgli, a young boy raised by the animals in an Indian jungle, as well as other animal stories and songs.",Rudyard Kipling,1992-02-15,Macmillan,194.0,Fiction
0679429220,,,,,,,
1844261085,A Book Without Covers,"How do we find our deep spiritual connection with life? And if we find it, how do we keep it? How do we engage in the daily tangle of practical affairs, yet still see and reach through to this mysterious connection? What kind of goal would make this possible?At the age of forty, the author casts away a lifetime of preconceptions to wrestle once more with these fundamental questions. His enquiry brings him to an extraordinary decision that will literally change his view of the world forever.When no value is found in a book without covers it is thrown away, only to find its way, still, to the one who needs it most. A book without covers becomes a companion in grief and a gateway to limitless possibility...",John Andrew Storey,2003,Upfront,304.0,Fiction
0609809547,Tales of a Female Nomad,"The true story of an ordinary woman living an extraordinary existence all over the world. “Gelman doesn’t just observe the cultures she visits, she participates in them, becoming emotionally involved in the people’s lives. This is an amazing travelogue.” —Booklist At the age of forty-eight, on the verge of a divorce, Rita Golden Gelman left an elegant life in L.A. to follow her dream of travelling the world, connecting with people in cultures all over the globe. In 1986, Rita sold her possessions and became a nomad, living in a Zapotec village in Mexico, sleeping with sea lions on the Galapagos Islands, and residing everywhere from thatched huts to regal palaces. She has observed orangutans in the rain forest of Borneo, visited trance healers and dens of black magic, and cooked with women on fires all over the world. Rita’s example encourages us all to dust off our dreams and rediscover the joy, the exuberance, and the hidden spirit that so many of us bury when we become adults.",Rita Golden Gelman,2002-05-28,Crown,322.0,Travel
0671786458,,,,,,,
037379083X,The Boy Toy,"The Boy Toy by Eugenia Riley released on Feb 22, 2003 is available now for purchase.",Eugenia Riley,2003,Harlequin Books,262.0,Fiction
0786868058,Cold Pursuit,"From the Edgar Award-winning author of Silent Joe, a new hard-hitting thriller of murder, vengeance, and secret passions that will keep readers spellbound. Homicide cop Tom McMichael is on the rotation when an 84-year-old city patriarch named Pete Braga is found bludgeoned to death. Not good news, especially since the Irish McMichaels and the Portuguese Bragas share a violent family history dating back three generations. Years ago Braga shot McMichael's grandfather in a dispute over a paycheck; soon thereafter Braga's son was severely beaten behind a waterfront bar -- legend has it that it was an act of revenge by McMichael's father. McMichael must put aside the old family blood feud, and find the truth about Pete Braga's death. Braga's beautiful nurse is a suspect -- she says she stepped out for some firewood, but key evidence suggests otherwise. The investigation soon expands to include Braga's business, his family, the Catholic diocese, a multi-million dollar Indian casino, a prostitute, a cop, and, of course, the McMichael family. Cold Pursuit is the novel that T. Jefferson Parker fans have been waiting for.",T. Jefferson Parker,2003-04-02,Hyperion,0.0,Fiction
0394881788,The Story of the Nutcracker Ballet,"Give the gift of one of the most beloved holiday stories of all-time, the Nutcracker! Featuring glorious illustrations by Caldecott Honor-winner, Diane Goode, this beautiful and adventurous classic tale will dance its way into your family's holiday traditions for years to come.",Deborah Hautzig,1986,Random House Books for Young Readers,36.0,Juvenile Fiction
0446605573,Seeing a Large Cat,"According to an ancient Egyptian papyrus, dreaming of a large cat means good luck. And that's just what plucky archaeologist Amelia Peabody could use, as her growing family matures in the new century. When the excavation of an unknown tomb reveals a recent murder, the Peabody family must unearth an assassin who'd like to end their discoveries for good.",Elizabeth Peters,1998-07-01,Grand Central Publishing,432.0,Fiction
0425183750,Blood Lure,"In this mystery in Nevada Barr’s New York Times bestselling series, District Park Ranger Anna Pigeon is betrayed by nature itself, as a most unnatural evil stalks its prey in the pristine West… Straddling the border between Montana and Canada lies the Waterton-Glacier International Peace Park—Anna’s home away from home when she is sent on a cross-training assignment to study grizzly bears. Along with bear researcher Joan Rand and a volatile, unpredictable teenage boy, Anna hikes the back country, seeking signs of bear. But the tables are turned on their second night out, when one of the beasts comes looking for them. Daybreak finds the boy missing, a camper mutilated, and Anna caught in a grip of fear, painfully aware that her lifelong bond with nature has inexplicably snapped...",Nevada Barr,2002-02-05,Penguin,352.0,Fiction
0671685635,Ghost Story,Horror. Early novel about four men who inadvertently cause the death of a young woman in the 1920s.,Peter Straub,1979,Simon and Schuster,580.0,Fiction
0553580256,Pawing Through the Past,"""You'll never get old."" Each member of the class of 1980 has received the letter. Mary Minor ""Harry"" Haristeen, who is on the organizing committee for Crozet High's twentieth reunion, decides to take it as a compliment. Others think it's a joke. But Mrs. Murphy senses trouble. And the sly tiger cat is soon proven right ... when the class womanizer turns up dead with a bullet between his eyes. Then another note followed by another murder makes it clear that someone has waited twenty years to take revenge. While Harry tries to piece together the puzzle, it's up to Mrs. Murphy and her animal pals to sniff out the truth. And there isn't much time. Mrs. Murphy is the first to realize that Harry has been chosen Most Likely to Die, and if she doesn't hurry, Crozet High's twentieth reunion could be Harry's last.",Rita Mae Brown,2001-01-30,Bantam,353.0,Fiction
0553575015,Nobody's Darling,"Dear Reader, I never enjoyed being a wanted man until the day Miss Esmerelda Fine marched into the Tumbleweed Saloon and pointed her derringer straight at my heart. Who would have guessed some duke's granddaughter--an awfully pretty one at that--would come gunning for the likes of me, a notorious bounty hunter with a taste for whiskey and a fondness for peach pie? Lucky for me, she was a mighty poor shot. Instead of killing me, she hired me to find her runaway brother. Little did she know she was about to make the acquaintance of a flea-bitten basset hound named Sadie, the infamous Darling Gang, and my shotgun-toting kinfolk. And little did I know she was about to lead me on a merry chase that would take us from a bungled bank robbery to the very first Wild West show to tour London, England. I should have turned down her offer. I should have resisted her charms. But I didn't. Because there comes a time in every man's life when he's got nothing left to lose...but his heart. Yours, Billy Darling",Teresa Medeiros,1998,"Random House Digital, Inc.",398.0,Fiction
0553250426,The Clan of the Cave Bear,"This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Nominated as one of America’s best-loved novels by PBS’s The Great American Read Through Jean M. Auel’s magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves the Clan of the Cave Bear. A natural disaster leaves the young girl wandering alone in an unfamiliar and dangerous land until she is found by a woman of the Clan, people very different from her own kind. To them, blond, blue-eyed Ayla looks peculiar and ugly—she is one of the Others, those who have moved into their ancient homeland; but Iza cannot leave the girl to die and takes her with them. Iza and Creb, the old Mog-ur, grow to love her, and as Ayla learns the ways of the Clan and Iza’s way of healing, most come to accept her. But the brutal and proud youth who is destined to become their next leader sees her differences as a threat to his authority. He develops a deep and abiding hatred for the strange girl of the Others who lives in their midst, and is determined to get his revenge.",Jean M. Auel,1984-11-01,Bantam,529.0,Fiction
0380730138,Vinegar Hill,"In a stark, troubling, yet ultimately triumphant celebration of self-determination, award-winning author A. Manette Ansay re-creates a stifling world of guilty and pain, and the tormented souls who inhabit it. It is 1972 when circumstance carries Ellen Grier and her family back to Holly's Field, Wisconsin. Dutifully accompanying her newly unemployed husband, Ellen has brought her two children into the home of her in-laws on Vinegar Hill--a loveless house suffused with the settling dust of bitterness and routine--where calculated cruelty is a way of life preserved and perpetuated in the service of a rigid, exacting and angry God. Behind a facade of false piety, there are sins and secrets in this place that could crush a vibrant young woman's passionate spirit. And here Ellen must find the straight to endure, change, and grow in the all-pervading darkness that threatens to destroy everything she is and everyone she loves.",A. Manette Ansay,2001,Harper Perennial,256.0,Fiction
0449003795,P is for Peril,"Kinsey Millhone never sees it coming. She is mired in the case of a doctor who disappeared, his angry ex-wife, and beautiful current one–a case that is full of unfinished business, unfinished homes, and people drifting in and out of their own lives. Then Kinsey gets a shock. A man she finds attractive is hiding a fatal secret–and now a whole lot of beauty, money, and lies are proving to be a fatal distraction from what Kinsey should have seen all along: a killer standing right before her eyes. . . .",Sue Grafton,2001,"Random House Digital, Inc.",388.0,Fiction
0553569031,"Gone, But Not Forgotten","Betsy Tannenbaum, feminist defense attorney, is involved in the series of disappearances which are similar to those of 10 years ago, when the killer was caught-- or was he?",Phillip Margolin,1994,Bantam,422.0,Fiction
0446608815,Pop Goes the Weasel,"Detective Alex Cross is in love, but in Washington D. C. he must face a villain he will never forget. Alex Cross is happy, but his happiness is threatened by a series of chilling murders-murders with a pattern so twisted, it leaves investigators reeling. Cross's ingenious pursuit of the killer produces a suspect: a British diplomat named Geoffrey Shafer. But proving that Shafer is the murderer becomes a potentially deadly task. As the diplomat engages in a brilliant series of surprising countermoves, in and out of the courtroom, Alex and his fiancée become hopelessly entangled with the most memorable nemesis Alex Cross has ever faced. Pop Goes the Weasel reveals James Patterson at the peak of his power. Here is a chilling villain no reader will forget, a love story of great tenderness, and a plot of relentless suspense and heart-pounding pace. To read Pop Goes the Weasel is to discover why James Patterson is one of the world's greatest suspense writers.",James Patterson,1999,Grand Central Publishing,484.0,Fiction
0385721420,Three Junes,"NATIONAL BOOK AWARD WINNER • NATIONAL BESTSELLER • An astonishing novel that traces the lives of a Scottish family over a decade as they confront the joys and longings, fulfillments and betrayals of love in all its guises. In June of 1989 Paul McLeod, a newspaper publisher and recent widower, travels to Greece, where he falls for a young American artist and reflects on the complicated truth about his marriage.... Six years later, again in June, Paul’s death draws his three grown sons and their families back to their ancestral home. Fenno, the eldest, a wry, introspective gay man, narrates the events of this unforeseen reunion. Far from his straitlaced expatriate life as a bookseller in Greenwich Village, Fenno is stunned by a series of revelations that threaten his carefully crafted defenses.... Four years farther on, in yet another June, a chance meeting on the Long Island shore brings Fenno together with Fern Olitsky, the artist who once captivated his father. Now pregnant, Fern must weigh her guilt about the past against her wishes for the future and decide what family means to her. In prose rich with compassion and wit, Three Junes paints a haunting portrait of love’s redemptive powers.",Julia Glass,2003-04-22,Anchor,370.0,Fiction
0425116018,The Last Princess,"Lily had almost everything she desired, and yet on the night of her wedding, she threw it all away--for the love of another man. From the high society of New York's Upper East Side, to the corrupting glamour of Hollywood, Lily and Harry's love faced the ultimate tests of hardship, struggle, and sudden wealth.",Cynthia Freeman,1989,Berkley,422.0,Fiction
014029628X,Girl in Hyacinth Blue,"The New York Times bestselling luminous tale about art and human experience that is as breathtaking as any Vermeer painting “A little gem of a novel . . . [and a] beautifully written exploration of the power of art.” —Parade A professor invites a colleague from the art department to his home to see a painting that he has kept secret for decades. The professor swears it is a Vermeer—why has he hidden this important work for so long? The reasons unfold in a series of stories that trace ownership of the painting back to World War II and Amsterdam, and still further back to the moment of the work’s inspiration. As the painting moves through each owner’s hands, what was long hidden quietly surfaces, illuminating poignant moments in human lives. Vreeland’s characters remind us, through their love of the mysterious painting, how beauty transforms and why we reach for it, what lasts, and what in our lives is singular and unforgettable.",Susan Vreeland,2000-10-01,Penguin Books,166.0,Fiction
0345338545,Follow the River,"NATIONAL BESTSELLER • “It takes a rare individual not only to see that history can live, but also to make it live for others. James Thom has that gift.”—The Indianapolis News Mary Ingles was twenty-three, happily married, and pregnant with her third child when Shawnee Indians invaded her peaceful Virginia settlement in 1755 and kidnapped her, leaving behind a bloody massacre. For months they held her captive. But nothing could imprison her spirit. With the rushing Ohio River as her guide, Mary Ingles walked one thousand miles through an untamed wilderness no white woman had ever seen. Her story lives on—extraordinary testimony to the indomitable strength of one pioneer woman who risked her life to return to her own people.",James Alexander Thom,1986-11-12,Ballantine Books,416.0,Fiction
0380506092,The Natural,"He's a natural athlete and everything is going his way - the game he loves, and the woman he thought he'd lost. But he's up against the corrupters, the seducers, and the glory destroyers.",Bernard Malamud,1980,,228.0,Fiction
0440401585,A Swiftly Tilting Planet,"Meg Murry O'Keefe and her family are just sitting down to Thanksgiving dinner when her father gets a phone call from the White House about a madman's threat of nuclear war. Only an old Irish rune seems to hold a clue to averting worldwide disaster, and and when Meg's brother Charles Wallace, now fifteen, recites it, a radiant white beast--the unicorn Gaudior--appears to join him on his quest. But there are only twenty-four hours in which to stop tragedy from occurring. Can Charles Wallace, with the help of Gaudior and Meg, possibly succeed?",Madeleine L'Engle,1978,Yearling,306.0,Juvenile Fiction
1573228214,High Fidelity,"""I've always loved Nick Hornby, and the way he writes characters and the way he thinks. It's funny and heartbreaking all at the same time.""—Zoë Kravitz From the bestselling author of Funny Girl, About a Boy, A Long Way Down and Dickens and Prince, a wise and hilarious novel about love, heartbreak, and rock and roll. Rob is a pop music junkie who runs his own semi-failing record store. His girlfriend, Laura, has just left him for the guy upstairs, and Rob is both miserable and relieved. After all, could he have spent his life with someone who has a bad record collection? Rob seeks refuge in the company of the offbeat clerks at his store, who endlessly review their top five films; top five Elvis Costello songs; top five episodes of Cheers. Rob tries dating a singer, but maybe it’s just that he’s always wanted to sleep with someone who has a record contract. Then he sees Laura again. And Rob begins to think that life with kids, marriage, barbecues, and soft rock CDs might not be so bad.",Nick Hornby,2000-03-01,Penguin,337.0,Fiction
0446604062,Up Jumps the Devil,"Colleton County, North Carolina judge Deobrah Knott embarks on a Thanksgiving Day investigation into the murder of a man from her father's moonshine-making past.",Margaret Maron,1997-07-01,Grand Central Pub,273.0,Fiction
